"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"56117",17000,28,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","west north central",30,"Private","Wholesale and retail trade","Sales and related occupations",480,"Bad","0"
"35104",27200,48,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",36,"Private","Educational and health services","Service occupations",2100,"Good","0"
"98692",74000,66,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east south central",40,"Government","Transportation and utilities","Office and administrative support occupations",6299,"Good","1"
"156537",31200,40,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","pacific",40,"Private","Leisure and hospitality","Service occupations",6360,"Good","0"
"91223",35000,47,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Private","Manufacturing","Production occupations",3800,"Good","0"
"101763",58000,59,"Black only","female","Some college but no degree","Married - civilian spouse present","No","east south central",40,"Government","Educational and health services","Management, business, and financial occupations",100,"Good","0"
"117361",26002,25,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","west south central",40,"Private","Professional and business services","Service occupations",4950,"Good","0"
"91260",4340,32,"White only","female","Some college but no degree","Separated","Yes","south atlantic",50,"Private","Wholesale and retail trade","Sales and related occupations",0,"Bad","0"
"87900",40000,24,"White only","female","High school graduate - high school diploma or equivalent","Never married","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",210,"Good","0"
"2607",42000,50,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",24,"Private","Educational and health services","Professional and related occupations",3100,"Good","0"
"7375",50000,41,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","new england",38,"Private","Financial activities","Management, business, and financial occupations",8100,"Good","0"
"163727",100000,60,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",40,"Private","Professional and business services","Management, business, and financial occupations",500,"Good","1"
"135919",60000,37,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","Yes","mountain",40,"Government","Educational and health services","Professional and related occupations",2160,"Good","0"
"34380",28000,43,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","east north central",40,"Private","Manufacturing","Transportation and material moving occupations",350,"Good","0"
"114547",30000,58,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","west south central",45,"Private","Leisure and hospitality","Service occupations",1080,"Good","0"
"115271",120000,36,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west south central",50,"Self-employed","Educational and health services","Professional and related occupations",950,"Good","1"
"67145",110000,29,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",40,"Private","Financial activities","Professional and related occupations",2000,"Good","1"
"143438",10000,18,"White only","male","11th grade","Never married","Yes","mountain",30,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"94120",57100,59,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Divorced","No","south atlantic",40,"Government","Educational and health services","Professional and related occupations",3250,"Good","0"
"155974",25000,43,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",15,"Private","Construction","Professional and related occupations",100,"Good","0"
"95434",50000,57,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east south central",30,"Private","Construction","Construction and extraction occupations",7880,"Good","0"
"159786",12000,28,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","pacific",40,"Private","Construction","Construction and extraction occupations",100,"Good","0"
"101824",45000,45,"White only","male","Some college but no degree","Married - civilian spouse present","No","east south central",42,"Government","Professional and business services","Service occupations",6700,"Good","0"
"71709",30000,43,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",10,"Private","Transportation and utilities","Transportation and material moving occupations",200,"Good","0"
"167383",100000,71,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",70,"Self-employed","Professional and business services","Management, business, and financial occupations",3100,"Good","1"
"124842",18800,40,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","west south central",40,"Private","Professional and business services","Professional and related occupations",4050,"Good","0"
