"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"41193",50000,53,"Asian only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Educational and health services","Professional and related occupations",200,"Good","0"
"41203",29120,26,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","east north central",55,"Private","Professional and business services","Office and administrative support occupations",0,"Good","0"
"41226",98000,50,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Professional and business services","Management, business, and financial occupations",4537,"Good","1"
"41260",57000,26,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","east north central",40,"Government","Educational and health services","Professional and related occupations",2100,"Good","0"
"41268",55000,50,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",20,"Private","Wholesale and retail trade","Sales and related occupations",150,"Good","0"
"41275",55000,65,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","east north central",20,"Self-employed","Educational and health services","Management, business, and financial occupations",2120,"Good","0"
"41296",65000,54,"Black only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","east north central",40,"Private","Financial activities","Sales and related occupations",4375,"Good","1"
"41306",60000,42,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",55,"Private","Educational and health services","Management, business, and financial occupations",15000,"Good","0"
"41342",210000,35,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Manufacturing","Professional and related occupations",12000,"Good","1"
"41372",52200,31,"Asian only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Self-employed","Educational and health services","Professional and related occupations",11100,"Good","0"
"41374",26000,57,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","east north central",35,"Self-employed","Other services","Service occupations",500,"Good","0"
"41377",69000,43,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Transportation and utilities","Office and administrative support occupations",12000,"Good","1"
"41410",9000,35,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","Yes","east north central",20,"Self-employed","Educational and health services","Professional and related occupations",180,"Good","0"
"41416",65000,41,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",28,"Private","Educational and health services","Professional and related occupations",150,"Good","1"
"41426",145000,49,"White only","female","12th grade no diploma","Married - civilian spouse present","Yes","east north central",35,"Private","Manufacturing","Production occupations",0,"Good","1"
"41452",44400,53,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",32,"Private","Manufacturing","Sales and related occupations",1750,"Good","0"
"41453",170000,56,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",50,"Private","Manufacturing","Professional and related occupations",4950,"Good","1"
"41464",12000,68,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",20,"Self-employed","Other services","Service occupations",3150,"Bad","0"
"41479",32000,27,"White only","male","Some college but no degree","Divorced","No","east north central",40,"Private","Manufacturing","Office and administrative support occupations",1500,"Good","0"
